Lat,Lon,inches
44.8637,-107.5135,0.1
44.8654,-107.4584,0.09
44.8671,-107.4032,0.06
44.8687,-107.348,0.05
41.6848,-82.7757,0
41.6703,-82.7284,0
41.6558,-82.6811,0
41.6413,-82.6338,0
41.6267,-82.5865,0
41.5683,-82.3978,0
41.5536,-82.3507,0
41.5389,-82.3036,0
41.5241,-82.2566,0
41.5094,-82.2096,0
41.4946,-82.1626,0
41.4797,-82.1157,0
40.9756,-80.5852,0
40.9599,-80.5394,0.01
40.9442,-80.4936,0.01
40.9284,-80.4479,0.01
40.9126,-80.4021,0.01
40.8968,-80.3565,0.01
40.8809,-80.3108,0.01
40.865,-80.2652,0.01
40.8491,-80.2196,0.02
40.8332,-80.1741,0.02
40.8173,-80.1285,0.03
40.8013,-80.0831,0.03
40.7853,-80.0376,0.05
40.7693,-79.9922,0.06
40.7532,-79.9468,0.07
40.7371,-79.9015,0.07
40.721,-79.8561,0.06
40.7049,-79.8109,0.05
40.6888,-79.7656,0.04
40.6726,-79.7204,0.05
40.6564,-79.6752,0.05
40.6401,-79.6301,0.06
40.6239,-79.585,0.06
40.6076,-79.5399,0.06
40.5913,-79.4948,0.08
40.575,-79.4498,0.09
40.5586,-79.4048,0.1
40.5423,-79.3599,0.12
40.5259,-79.315,0.13
40.5094,-79.2701,0.13
40.493,-79.2253,0.14
40.4765,-79.1805,0.14
40.46,-79.1357,0.15
40.4435,-79.0909,0.15
40.427,-79.0462,0.15
40.4104,-79.0016,0.14
40.3938,-78.9569,0.13
40.3772,-78.9123,0.12
40.3605,-78.8677,0.11
40.3439,-78.8232,0.1
40.3272,-78.7787,0.1
40.3105,-78.7342,0.09
40.2937,-78.6898,0.09
40.2769,-78.6454,0.12
40.2602,-78.601,0.12
40.2433,-78.5567,0.12
40.2265,-78.5124,0.12
40.2097,-78.4681,0.12
40.1928,-78.4239,0.12
40.1759,-78.3797,0.09
40.1589,-78.3355,0.15
40.142,-78.2914,0.15
40.125,-78.2473,0.15
40.108,-78.2033,0.15
40.091,-78.1592,0.13
40.0739,-78.1152,0.13
40.0569,-78.0713,0.14
40.0398,-78.0274,0.14
40.0226,-77.9835,0.21
40.0055,-77.9396,0.23
39.9883,-77.8958,0.25
39.9711,-77.852,0.25
39.9539,-77.8082,0.28
39.9367,-77.7645,0.26
39.9194,-77.7208,0.17
39.9022,-77.6772,0.17
39.8848,-77.6336,0.22
39.8675,-77.59,0.22
39.8502,-77.5465,0.21
39.8328,-77.5029,0.25
39.8154,-77.4595,0.27
39.798,-77.416,0.28
39.7805,-77.3726,0.32
39.7631,-77.3292,0.34
39.7456,-77.2859,0.31
39.7281,-77.2426,0.33
39.7105,-77.1993,0.34
39.693,-77.1561,0.33
39.6754,-77.1129,0.3
39.6578,-77.0697,0.31
39.6402,-77.0266,0.32
39.6225,-76.9835,0.31
39.6049,-76.9404,0.32
39.5872,-76.8974,0.34
39.5695,-76.8544,0.35
39.5517,-76.8114,0.37
39.534,-76.7685,0.37
39.5162,-76.7256,0.4
39.4984,-76.6828,0.4
39.4806,-76.6399,0.4
39.4627,-76.5972,0.39
39.4449,-76.5544,0.4
39.427,-76.5117,0.42
39.4091,-76.469,0.42
39.3911,-76.4263,0.4
39.3732,-76.3837,0.33
39.3552,-76.3412,0.31
39.3372,-76.2986,0.29
39.3192,-76.2561,0.3
39.3011,-76.2136,0.34
39.2831,-76.1712,0.38
39.265,-76.1288,0.44
39.2469,-76.0864,0.47
39.2288,-76.0441,0.53
39.2106,-76.0017,0.57
39.1924,-75.9595,0.61
39.1742,-75.9172,0.62
39.156,-75.875,0.64
39.1378,-75.8329,0.68
39.1195,-75.7907,0.78
39.1013,-75.7486,0.92
39.083,-75.7066,1.04
39.0646,-75.6646,1.11
39.0463,-75.6226,1.08
39.0279,-75.5806,1.04
39.0095,-75.5387,1.01
38.9911,-75.4968,1.21
38.9727,-75.4549,1.19
38.9543,-75.4131,1.22
38.9358,-75.3713,1.19
38.9173,-75.3296,1.17
38.8988,-75.2879,1.25
38.8803,-75.2462,1.51
38.8617,-75.2045,1.61
38.8432,-75.1629,1.61
38.8246,-75.1214,1.56
38.806,-75.0798,1.83
38.7873,-75.0383,1.86
38.7687,-74.9968,1.91
42.4731,-124.589,0.76
42.486,-124.5398,0.75
42.4989,-124.4907,0.74
42.5117,-124.4415,0.76
42.5245,-124.3923,0.9
42.5372,-124.343,1.13
42.55,-124.2937,1.2
42.5627,-124.2444,1.28
42.5753,-124.1951,1.45
42.588,-124.1457,1.07
42.6006,-124.0963,0.91
42.6131,-124.0469,0.88
42.6257,-123.9975,0.98
42.6382,-123.948,1.04
42.6507,-123.8985,1.15
42.6631,-123.8489,0.99
42.6756,-123.7994,0.65
42.688,-123.7498,0.51
42.7003,-123.7001,0.52
42.7127,-123.6505,0.51
42.725,-123.6008,0.54
42.7372,-123.5511,0.51
42.7495,-123.5013,0.48
42.7617,-123.4515,0.5
42.7739,-123.4017,0.49
42.786,-123.3519,0.47
42.7981,-123.3021,0.44
42.8102,-123.2522,0.41
42.8223,-123.2022,0.51
42.8343,-123.1523,0.41
42.8463,-123.1023,0.43
42.8583,-123.0523,0.41
42.8702,-123.0023,0.4
42.8821,-122.9522,0.33
42.894,-122.9021,0.32
42.9058,-122.852,0.35
42.9176,-122.8019,0.34
42.9294,-122.7517,0.37
42.9412,-122.7015,0.33
42.9529,-122.6513,0.37
42.9646,-122.601,0.43
42.9762,-122.5507,0.41
42.9879,-122.5004,0.4
42.9994,-122.4501,0.41
43.011,-122.3997,0.4
43.0225,-122.3493,0.38
43.034,-122.2989,0.39
43.0455,-122.2484,0.42
43.0569,-122.1979,0.42
43.0683,-122.1474,0.43
43.0797,-122.0969,0.35
43.0911,-122.0463,0.34
43.1024,-121.9957,0.3
43.1136,-121.9451,0.3
43.1249,-121.8945,0.24
43.1361,-121.8438,0.22
43.1473,-121.7931,0.22
43.1584,-121.7424,0.22
43.1695,-121.6916,0.23
43.1806,-121.6408,0.28
43.1917,-121.59,0.28
43.2027,-121.5392,0.28
43.2137,-121.4883,0.28
43.2247,-121.4375,0.19
43.2356,-121.3865,0.2
43.2465,-121.3356,0.18
43.2573,-121.2846,0.15
43.2682,-121.2336,0.1
43.279,-121.1826,0.07
43.2897,-121.1316,0.06
43.3005,-121.0805,0.04
43.3112,-121.0294,0.04
43.3218,-120.9783,0.03
43.3325,-120.9271,0.02
43.3431,-120.8759,0.02
43.3537,-120.8247,0.02
43.3642,-120.7735,0.03
43.3747,-120.7223,0.04
43.3852,-120.671,0.04
43.3956,-120.6197,0.04
43.406,-120.5683,0.05
43.4164,-120.517,0.05
43.4267,-120.4656,0.05
43.4371,-120.4142,0.05
43.4473,-120.3627,0.05
43.4576,-120.3113,0.06
43.4678,-120.2598,0.06
43.478,-120.2083,0.06
43.4881,-120.1568,0.06
43.4982,-120.1052,0.06
43.5083,-120.0536,0.07
43.5184,-120.002,0.08
43.5284,-119.9504,0.08
43.5384,-119.8987,0.07
43.5483,-119.847,0.07
43.5582,-119.7953,0.07
43.5681,-119.7436,0.07
43.578,-119.6918,0.07
43.5878,-119.64,0.06
43.5976,-119.5882,0.06
43.6073,-119.5364,0.06
43.617,-119.4845,0.07
43.6267,-119.4326,0.08
43.6364,-119.3807,0.1
43.646,-119.3288,0.1
43.6556,-119.2768,0.09
43.6651,-119.2249,0.08
43.6746,-119.1729,0.06
43.6841,-119.1208,0.04
43.6936,-119.0688,0.04
43.703,-119.0167,0.03
43.7124,-118.9646,0.03
43.7217,-118.9125,0.04
43.731,-118.8604,0.01
43.7403,-118.8082,0.06
43.7496,-118.756,0.08
43.7588,-118.7038,0.03
43.768,-118.6515,0.04
43.7771,-118.5993,0.04
43.7862,-118.547,0.05
43.7953,-118.4947,0.05
43.8044,-118.4424,0.05
43.8134,-118.39,0.05
43.8223,-118.3376,0.06
43.8313,-118.2852,0.07
43.8402,-118.2328,0.07
43.8491,-118.1804,0.07
43.8579,-118.1279,0.07
43.8667,-118.0754,0.08
43.8755,-118.0229,0.07
43.8842,-117.9704,0.07
43.8929,-117.9178,0.07
43.9016,-117.8652,0.07
43.9102,-117.8126,0.07
43.9189,-117.76,0.07
43.9274,-117.7074,0.07
43.936,-117.6547,0.07
43.9445,-117.602,0.08
43.9529,-117.5493,0.08
43.9614,-117.4966,0.08
43.9697,-117.4438,0.08
43.9781,-117.3911,0.08
43.9864,-117.3383,0.09
43.9947,-117.2854,0.09
44.003,-117.2326,0.08
44.0112,-117.1798,0.07
44.0194,-117.1269,0.06
44.0276,-117.074,0.06
44.0357,-117.0211,0.05
44.0438,-116.9681,0.05
44.0518,-116.9151,0.06
44.0598,-116.8622,0.07
44.0678,-116.8092,0.06
44.0758,-116.7561,0.06
44.0837,-116.7031,0.06
44.0915,-116.65,0.05
44.0994,-116.5969,0.05
44.1072,-116.5438,0.06
44.115,-116.4907,0.08
44.1227,-116.4376,0.08
44.1304,-116.3844,0.12
44.1381,-116.3312,0.09
44.1457,-116.278,0.11
44.1533,-116.2248,0.14
44.1609,-116.1715,0.16
44.1684,-116.1183,0.14
44.1759,-116.065,0.15
44.1833,-116.0117,0.12
44.1908,-115.9584,0.11
44.1982,-115.905,0.11
44.2055,-115.8517,0.14
44.2128,-115.7983,0.2
44.2201,-115.7449,0.21
44.2274,-115.6915,0.21
44.2346,-115.638,0.23
44.2417,-115.5846,0.29
44.2489,-115.5311,0.34
44.256,-115.4776,0.35
44.263,-115.4241,0.4
44.2701,-115.3706,0.41
44.2771,-115.317,0.42
44.284,-115.2635,0.58
44.291,-115.2099,0.73
44.2979,-115.1563,0.86
44.3047,-115.1026,0.76
44.3115,-115.049,0.71
44.3183,-114.9954,0.94
44.3251,-114.9417,0.97
44.3318,-114.888,0.9
44.3385,-114.8343,1
44.3451,-114.7806,0.84
44.3517,-114.7268,0.59
44.3583,-114.673,0.61
44.3648,-114.6193,0.57
44.3713,-114.5655,0.41
44.3778,-114.5117,0.32
44.3842,-114.4578,0.36
44.3906,-114.404,0.55
44.397,-114.3501,0.48
44.4033,-114.2962,0.18
44.4096,-114.2424,0.15
44.4158,-114.1884,0.11
44.422,-114.1345,0.09
44.4282,-114.0806,0.13
44.4343,-114.0266,0.33
44.4404,-113.9726,0.75
44.4465,-113.9186,0.32
44.4525,-113.8646,0.31
44.4585,-113.8106,0.22
44.4645,-113.7566,0.23
44.4704,-113.7025,0.23
44.4763,-113.6484,0.41
44.4822,-113.5943,0.67
44.488,-113.5402,1.03
44.4937,-113.4861,0.64
44.4995,-113.432,0.59
44.5052,-113.3778,0.46
44.5109,-113.3237,0.22
44.5165,-113.2695,0.17
44.5221,-113.2153,0.18
44.5277,-113.1611,0.2
44.5332,-113.1069,0.26
44.5387,-113.0526,0.24
44.5441,-112.9984,0.02
44.5495,-112.9441,0
44.5603,-112.8355,0
44.5656,-112.7812,0
44.5708,-112.7269,0
44.6017,-112.4007,0.01
44.6067,-112.3462,0.02
44.6117,-112.2918,0.03
44.6166,-112.2374,0.03
44.6215,-112.1829,0.05
44.6264,-112.1284,0.07
44.6312,-112.0739,0.09
44.636,-112.0194,0.11
44.6408,-111.9649,0.14
44.6455,-111.9104,0.1
44.6502,-111.8559,0.05
44.6548,-111.8013,0.05
44.6594,-111.7468,0.07
44.664,-111.6922,0.1
44.6685,-111.6376,0.2
44.673,-111.583,0.3
44.6775,-111.5284,0.45
44.6819,-111.4738,0.56
44.6863,-111.4191,0.55
44.6907,-111.3645,0.71
44.695,-111.3098,0.61
44.6993,-111.2552,0.31
44.7035,-111.2005,0.33
44.7077,-111.1458,0.32
44.7119,-111.0911,0.39
44.716,-111.0364,0.42
44.7201,-110.9816,0.63
44.7242,-110.9269,0.77
44.7282,-110.8722,0.56
44.7322,-110.8174,0.49
44.7361,-110.7626,0.39
44.74,-110.7079,0.33
44.7439,-110.6531,0.25
44.7477,-110.5983,0.23
44.7515,-110.5435,0.2
44.7553,-110.4886,0.19
44.759,-110.4338,0.21
44.7627,-110.379,0.24
44.7663,-110.3241,0.21
44.7699,-110.2693,0.18
44.7735,-110.2144,0.2
44.7771,-110.1595,0.15
44.7806,-110.1046,0.09
44.784,-110.0497,0.08
44.7874,-109.9948,0.09
44.7908,-109.9399,0.16
44.7942,-109.885,0.15
44.7975,-109.83,0.12
44.8008,-109.7751,0.25
44.804,-109.7201,0.2
44.8072,-109.6652,0.19
44.8104,-109.6102,0.17
44.8135,-109.5552,0.22
44.8166,-109.5002,0.16
44.8196,-109.4452,0.1
44.8227,-109.3902,0.09
44.8256,-109.3352,0.04
44.8816,-108.1231,0.02
44.8838,-108.068,0.04
44.8858,-108.0128,0.07
44.8879,-107.9576,0.08
44.8899,-107.9024,0.08
44.8918,-107.8472,0.09
44.8938,-107.792,0.09
44.8956,-107.7368,0.08
44.8975,-107.6816,0.07
44.8993,-107.6264,0.07
44.9011,-107.5712,0.09
44.9028,-107.516,0.09
44.9045,-107.4607,0.08
44.9062,-107.4055,0.05
41.7202,-82.7564,0
41.7057,-82.709,0
41.6912,-82.6616,0
41.6766,-82.6143,0.01
41.5741,-82.2839,0
41.5593,-82.2369,0
41.5445,-82.1898,0
41.5297,-82.1429,0
41.5149,-82.0959,0
41.0102,-80.5644,0
40.9945,-80.5185,0.01
40.9787,-80.4727,0.01
40.9629,-80.4269,0.01
40.9471,-80.3812,0.01
40.9313,-80.3355,0.01
40.9154,-80.2898,0.01
40.8995,-80.2442,0.01
40.8836,-80.1985,0.01
40.8677,-80.153,0.02
40.8517,-80.1074,0.02
40.8357,-80.0619,0.03
40.8197,-80.0164,0.03
40.8036,-79.971,0.05
40.7876,-79.9256,0.06
40.7715,-79.8802,0.06
40.7554,-79.8349,0.06
40.7392,-79.7896,0.05
40.7231,-79.7443,0.03
40.7069,-79.699,0.03
40.6906,-79.6538,0.04
40.6744,-79.6086,0.04
40.6581,-79.5635,0.04
40.6418,-79.5184,0.04
40.6255,-79.4733,0.05
40.6092,-79.4283,0.07
40.5928,-79.3833,0.08
40.5764,-79.3383,0.09
40.56,-79.2934,0.11
40.5436,-79.2485,0.12
40.5271,-79.2036,0.13
40.5106,-79.1588,0.13
40.4941,-79.114,0.13
40.4775,-79.0692,0.14
40.461,-79.0245,0.15
40.4444,-78.9798,0.14
40.4278,-78.9351,0.13
40.4111,-78.8905,0.13
40.3945,-78.8459,0.12
40.3778,-78.8013,0.1
40.3611,-78.7568,0.1
40.3444,-78.7123,0.09
40.3276,-78.6678,0.09
40.3108,-78.6234,0.11
40.294,-78.579,0.11
40.2772,-78.5346,0.09
40.2603,-78.4903,0.12
40.2434,-78.446,0.12
40.2265,-78.4018,0.12
40.2096,-78.3575,0.1
40.1927,-78.3133,0.12
40.1757,-78.2692,0.15
40.1587,-78.2251,0.16
40.1417,-78.181,0.16
40.1246,-78.1369,0.14
40.1076,-78.0929,0.14
40.0905,-78.0489,0.12
40.0734,-78.005,0.12
40.0562,-77.9611,0.12
40.0391,-77.9172,0.21
40.0219,-77.8734,0.22
40.0047,-77.8295,0.22
39.9875,-77.7858,0.2
39.9702,-77.742,0.19
39.9529,-77.6983,0.15
39.9356,-77.6546,0.18
39.9183,-77.611,0.22
39.901,-77.5674,0.22
39.8836,-77.5238,0.25
39.8662,-77.4803,0.25
39.8488,-77.4368,0.25
39.8313,-77.3933,0.3
39.8139,-77.3499,0.34
39.7964,-77.3065,0.34
39.7789,-77.2631,0.31
39.7614,-77.2198,0.31
39.7438,-77.1765,0.31
39.7262,-77.1332,0.32
39.7087,-77.09,0.3
39.691,-77.0468,0.29
39.6734,-77.0037,0.3
39.6557,-76.9605,0.31
39.638,-76.9175,0.31
39.6203,-76.8744,0.32
39.6026,-76.8314,0.35
39.5849,-76.7884,0.37
39.5671,-76.7455,0.36
39.5493,-76.7025,0.38
39.5315,-76.6597,0.38
39.5136,-76.6168,0.4
39.4958,-76.574,0.4
39.4779,-76.5312,0.39
39.46,-76.4885,0.41
39.442,-76.4458,0.43
39.4241,-76.4031,0.4
39.4061,-76.3605,0.32
39.3881,-76.3179,0.3
39.3701,-76.2753,0.27
39.3521,-76.2328,0.28
39.334,-76.1903,0.33
39.3159,-76.1478,0.37
39.2978,-76.1054,0.4
39.2797,-76.063,0.43
39.2615,-76.0206,0.47
39.2434,-75.9783,0.53
39.2252,-75.936,0.56
39.207,-75.8937,0.55
39.1887,-75.8515,0.57
39.1705,-75.8093,0.61
39.1522,-75.7672,0.67
39.1339,-75.7251,0.77
39.1156,-75.683,0.92
39.0973,-75.6409,1.02
39.0789,-75.5989,1.02
39.0605,-75.5569,1.03
39.0421,-75.515,0.97
39.0237,-75.4731,0.89
39.0052,-75.4312,1.14
38.9868,-75.3894,1.18
38.9683,-75.3476,1.16
38.9498,-75.3058,1.13
38.9313,-75.2641,1.22
38.9127,-75.2224,1.47
38.8941,-75.1807,1.57
38.8756,-75.1391,1.58
38.8569,-75.0975,1.56
38.8383,-75.0559,1.74
38.8197,-75.0144,1.72
42.5223,-124.5573,0.74
42.5351,-124.5081,0.72
42.548,-124.4589,0.71
42.5608,-124.4096,0.76
42.5735,-124.3603,0.99
42.5863,-124.311,1.15
42.599,-124.2617,1.13
42.6117,-124.2123,1.24
42.6243,-124.1629,1.19
42.6369,-124.1135,0.98
42.6495,-124.064,0.81
42.6621,-124.0145,0.87
42.6746,-123.965,0.89
42.6871,-123.9154,0.92
42.6996,-123.8659,0.86
42.712,-123.8163,0.66
42.7244,-123.7666,0.56
42.7368,-123.7169,0.52
42.7492,-123.6673,0.51
42.7615,-123.6175,0.48
42.7738,-123.5678,0.45
42.786,-123.518,0.45
42.7982,-123.4682,0.48
42.8104,-123.4183,0.47
42.8226,-123.3685,0.46
42.8347,-123.3186,0.44
42.8468,-123.2686,0.4
42.8589,-123.2187,0.4
42.871,-123.1687,0.4
42.883,-123.1187,0.38
42.8949,-123.0686,0.33
42.9069,-123.0186,0.32
42.9188,-122.9685,0.32
42.9307,-122.9183,0.31
42.9426,-122.8682,0.32
42.9544,-122.818,0.31
42.9662,-122.7678,0.31
42.9779,-122.7175,0.29
42.9897,-122.6673,0.3
43.0014,-122.617,0.36
43.013,-122.5666,0.39
43.0247,-122.5163,0.41
43.0363,-122.4659,0.47
43.0479,-122.4155,0.41
43.0594,-122.3651,0.39
43.0709,-122.3146,0.39
43.0824,-122.2641,0.4
43.0938,-122.2136,0.39
43.1053,-122.163,0.39
43.1166,-122.1125,0.39
43.128,-122.0619,0.38
43.1393,-122.0112,0.33
43.1506,-121.9606,0.34
43.1619,-121.9099,0.31
43.1731,-121.8592,0.26
43.1843,-121.8084,0.22
43.1954,-121.7577,0.22
43.2066,-121.7069,0.25
43.2177,-121.656,0.26
43.2287,-121.6052,0.28
43.2398,-121.5543,0.3
43.2508,-121.5034,0.23
43.2618,-121.4525,0.21
43.2727,-121.4015,0.23
43.2836,-121.3506,0.2
43.2945,-121.2995,0.17
43.3053,-121.2485,0.12
43.3161,-121.1974,0.08
43.3269,-121.1464,0.07
43.3377,-121.0952,0.05
43.3484,-121.0441,0.04
43.3591,-120.9929,0.04
43.3697,-120.9417,0.03
43.3803,-120.8905,0.03
43.3909,-120.8393,0.03
43.4015,-120.788,0.04
43.412,-120.7367,0.04
43.4225,-120.6854,0.04
43.4329,-120.634,0.01
43.4433,-120.5827,0.05
43.4537,-120.5313,0.05
43.4641,-120.4798,0.05
43.4744,-120.4284,0.06
43.4847,-120.3769,0.06
43.495,-120.3254,0.06
43.5052,-120.2739,0.06
43.5154,-120.2223,0.06
43.5255,-120.1707,0.06
43.5357,-120.1191,0.07
43.5457,-120.0675,0.04
43.5558,-120.0158,0.08
43.5658,-119.9642,0.07
43.5758,-119.9125,0.08
43.5858,-119.8607,0.08
43.5957,-119.809,0.08
43.6056,-119.7572,0.07
43.6155,-119.7054,0.07
43.6253,-119.6536,0.07
43.6351,-119.6017,0.08
43.6449,-119.5498,0.07
43.6546,-119.4979,0.08
43.6643,-119.446,0.09
43.674,-119.3941,0.11
43.6836,-119.3421,0.11
43.6932,-119.2901,0.1
43.7027,-119.2381,0.1
43.7123,-119.186,0.07
43.7218,-119.1339,0.06
43.7312,-119.0818,0.05
43.75,-118.9776,0.01
43.7594,-118.9254,0.01
43.7687,-118.8732,0.02
43.778,-118.821,0.02
43.7873,-118.7688,0.03
43.7965,-118.7165,0.04
43.8057,-118.6642,0.04
43.8149,-118.6119,0.04
43.824,-118.5596,0.05
43.8331,-118.5073,0.05
43.8421,-118.4549,0.05
43.8512,-118.4025,0.07
43.8601,-118.3501,0.06
43.8691,-118.2976,0.07
43.878,-118.2452,0.07
43.8869,-118.1927,0.07
43.8958,-118.1402,0.08
43.9046,-118.0876,0.08
43.9134,-118.0351,0.07
43.9221,-117.9825,0.07
43.9308,-117.9299,0.07
43.9395,-117.8773,0.06
43.9482,-117.8246,0.07
43.9568,-117.7719,0.07
43.9653,-117.7193,0.07
43.9739,-117.6665,0.07
43.9824,-117.6138,0.07
43.9909,-117.5611,0.08
43.9993,-117.5083,0.08
44.0077,-117.4555,0.08
44.0161,-117.4027,0.09
44.0244,-117.3498,0.1
44.0327,-117.297,0.09
44.041,-117.2441,0.09
44.0492,-117.1912,0.09
44.0574,-117.1382,0.07
44.0656,-117.0853,0.07
44.0737,-117.0323,0.06
44.0818,-116.9793,0.06
44.0899,-116.9263,0.06
44.0979,-116.8733,0.07
44.1059,-116.8203,0.08
44.1139,-116.7672,0.07
44.1218,-116.7141,0.06
44.1297,-116.661,0.06
44.1375,-116.6078,0.05
44.1453,-116.5547,0.07
44.1531,-116.5015,0.12
44.1609,-116.4483,0.12
44.1686,-116.3951,0.12
44.1763,-116.3419,0.12
44.1839,-116.2886,0.12
44.1915,-116.2354,0.13
44.1991,-116.1821,0.15
44.2066,-116.1288,0.15
44.2141,-116.0754,0.17
44.2216,-116.0221,0.15
44.229,-115.9687,0.14
44.2364,-115.9153,0.12
44.2438,-115.8619,0.14
44.2511,-115.8085,0.23
44.2584,-115.755,0.25
44.2656,-115.7016,0.24
44.2729,-115.6481,0.23
44.28,-115.5946,0.26
44.2872,-115.5411,0.35
44.2943,-115.4875,0.37
44.3014,-115.434,0.4
44.3084,-115.3804,0.46
44.3154,-115.3268,0.54
44.3224,-115.2732,0.61
44.3293,-115.2195,0.73
44.3362,-115.1659,0.86
44.3431,-115.1122,0.8
44.3499,-115.0585,0.67
44.3567,-115.0048,1.07
44.3635,-114.9511,1.11
44.3702,-114.8974,0.93
44.3769,-114.8436,0.87
44.3835,-114.7898,0.73
44.3902,-114.736,0.62
44.3967,-114.6822,0.53
44.4033,-114.6284,0.51
44.4098,-114.5746,0.6
44.4163,-114.5207,0.39
44.4227,-114.4668,0.47
44.4291,-114.4129,0.57
44.4355,-114.359,0.39
44.4418,-114.3051,0.27
44.4481,-114.2511,0.1
44.4543,-114.1972,0.07
44.4605,-114.1432,0.08
44.4667,-114.0892,0.16
44.4729,-114.0352,0.45
44.479,-113.9812,0.5
44.4851,-113.9271,0.21
44.4911,-113.8731,0.23
44.4971,-113.819,0.2
44.5031,-113.7649,0.22
44.509,-113.7108,0.28
44.5149,-113.6567,0.66
44.5208,-113.6025,0.77
44.5266,-113.5484,0.86
44.5324,-113.4942,0.66
44.5381,-113.44,0.44
44.5438,-113.3858,0.36
44.5495,-113.3316,0.19
44.5551,-113.2774,0.18
44.5607,-113.2231,0.17
44.5663,-113.1689,0.19
44.5718,-113.1146,0.23
44.5773,-113.0603,0.28
44.5828,-113.006,0.02
44.5882,-112.9517,0
44.599,-112.843,0
44.6043,-112.7886,0.01
44.6095,-112.7343,0
44.6354,-112.4622,0.01
44.6404,-112.4077,0.02
44.6455,-112.3533,0.03
44.6504,-112.2988,0.04
44.6554,-112.2443,0.04
44.6603,-112.1898,0.04
44.6652,-112.1352,0.04
44.67,-112.0807,0.06
44.6748,-112.0262,0.05
44.6796,-111.9716,0.06
44.6843,-111.917,0.05
44.689,-111.8624,0.02
44.6936,-111.8078,0.01
44.6983,-111.7532,0
44.7028,-111.6986,0.09
44.7074,-111.644,0.19
44.7119,-111.5893,0.26
44.7164,-111.5346,0.41
44.7208,-111.48,0.32
44.7252,-111.4253,0.31
44.7295,-111.3706,0.9
44.7339,-111.3159,0.43
44.7381,-111.2612,0.27
44.7424,-111.2064,0.25
44.7466,-111.1517,0.28
44.7508,-111.0969,0.32
44.7549,-111.0422,0.36
44.759,-110.9874,0.42
44.7631,-110.9326,0.54
44.7671,-110.8778,0.6
44.7711,-110.823,0.48
44.775,-110.7682,0.38
44.7789,-110.7133,0.31
44.7828,-110.6585,0.27
44.7867,-110.6036,0.24
44.7905,-110.5488,0.22
44.7942,-110.4939,0.22
44.7979,-110.439,0.17
44.8016,-110.3841,0.19
44.8053,-110.3292,0.2
44.8089,-110.2743,0.19
44.8125,-110.2194,0.17
44.816,-110.1645,0.1
44.8195,-110.1095,0.13
44.823,-110.0546,0.15
44.8264,-109.9996,0.17
44.8298,-109.9446,0.17
44.8332,-109.8897,0.17
44.8365,-109.8347,0.13
44.8398,-109.7797,0.14
44.843,-109.7247,0.16
44.8462,-109.6697,0.22
44.8494,-109.6146,0.37
44.8525,-109.5596,0.21
44.8556,-109.5046,0.16
44.8587,-109.4495,0.19
44.8617,-109.3945,0.12
44.8647,-109.3394,0.06
44.9207,-108.1261,0.01
44.9228,-108.0709,0.02
44.9249,-108.0157,0.05
44.927,-107.9605,0.06
44.929,-107.9052,0.08
44.9309,-107.85,0.08
44.9329,-107.7947,0.07
44.9348,-107.7395,0.08
44.9366,-107.6842,0.08
44.9384,-107.6289,0.07
44.9402,-107.5737,0.07
44.9419,-107.5184,0.04
44.9436,-107.4631,0.04
41.77,-82.7844,0
41.7555,-82.737,0
41.741,-82.6895,0
41.7265,-82.6422,0
41.6093,-82.2642,0
41.5945,-82.2171,0
41.5797,-82.1701,0
41.0448,-80.5435,0
41.0291,-80.4977,0.01
41.0133,-80.4518,0.01
40.9975,-80.406,0.01
40.9817,-80.3602,0.01
40.9658,-80.3145,0.01
40.9499,-80.2688,0.01
40.934,-80.2231,0.01
40.9181,-80.1775,0.02
40.9021,-80.1319,0.01
40.8861,-80.0863,0.01
40.8701,-80.0407,0.02
40.8541,-79.9952,0.02
40.838,-79.9498,0.04
40.8219,-79.9043,0.07
40.8058,-79.8589,0.07
40.7897,-79.8135,0.05
40.7735,-79.7682,0.04
40.7574,-79.7229,0.02
40.7411,-79.6776,0.02
40.7249,-79.6324,0.03
40.7086,-79.5872,0.03
40.6924,-79.542,0.03
40.676,-79.4969,0.03
40.6597,-79.4518,0.04
40.6434,-79.4067,0.05
40.627,-79.3617,0.05
40.6106,-79.3167,0.06
40.5941,-79.2717,0.08
40.5777,-79.2268,0.1
40.5612,-79.1819,0.15
40.5447,-79.137,0.12
40.5281,-79.0922,0.12
40.5116,-79.0474,0.12
40.495,-79.0027,0.13
40.4784,-78.9579,0.14
40.4618,-78.9132,0.14
40.4451,-78.8686,0.13
40.4284,-78.824,0.12
40.4117,-78.7794,0.11
40.395,-78.7348,0.09
40.3783,-78.6903,0.09
40.3615,-78.6458,0.07
40.3447,-78.6013,0.07
40.3279,-78.5569,0.08
40.311,-78.5125,0.1
40.2941,-78.4682,0.12
40.2772,-78.4239,0.12
40.2603,-78.3796,0.1
40.2434,-78.3353,0.12
40.2264,-78.2911,0.13
40.2094,-78.2469,0.16
40.1924,-78.2028,0.16
40.1754,-78.1587,0.16
40.1583,-78.1146,0.16
40.1412,-78.0706,0.13
40.1241,-78.0266,0.13
40.107,-77.9826,0.13
40.0898,-77.9387,0.12
40.0727,-77.8948,0.13
40.0555,-77.8509,0.2
40.0382,-77.807,0.18
40.021,-77.7632,0.16
40.0037,-77.7195,0.14
39.9864,-77.6757,0.18
39.9691,-77.632,0.19
