Lat,Lon,inches
36.845,-78.5888,0.26
36.8286,-78.5478,0.19
36.8123,-78.5067,0.23
36.7959,-78.4657,0.24
36.7795,-78.4247,0.25
36.7631,-78.3837,0.27
36.7466,-78.3428,0.27
36.7302,-78.3019,0.28
36.7137,-78.261,0.26
36.6972,-78.2202,0.27
36.6806,-78.1794,0.27
36.6641,-78.1386,0.27
36.6475,-78.0979,0.28
36.6309,-78.0571,0.21
36.6143,-78.0164,0.21
36.5977,-77.9758,0.2
36.581,-77.9351,0.2
36.5643,-77.8945,0.18
36.5476,-77.854,0.1
36.5309,-77.8134,0.11
36.5142,-77.7729,0.13
36.4974,-77.7324,0.15
36.4806,-77.6919,0.15
36.4638,-77.6515,0.16
36.447,-77.6111,0.15
36.4302,-77.5707,0.14
36.4133,-77.5304,0.14
36.3964,-77.4901,0.18
36.3795,-77.4498,0.2
36.3626,-77.4096,0.21
36.3457,-77.3693,0.19
36.3287,-77.3291,0.17
36.3117,-77.289,0.15
36.2947,-77.2488,0.17
36.2777,-77.2087,0.21
36.2606,-77.1687,0.24
36.2436,-77.1286,0.25
36.2265,-77.0886,0.22
36.2094,-77.0486,0.23
36.1923,-77.0087,0.14
36.1751,-76.9687,0.15
36.158,-76.9288,0.15
36.1408,-76.889,0.18
36.1236,-76.8491,0.16
36.1063,-76.8093,0.16
36.0891,-76.7695,0.15
36.0718,-76.7298,0.15
36.0546,-76.6901,0.15
36.0373,-76.6504,0.13
36.0199,-76.6107,0.12
36.0026,-76.5711,0.12
35.9852,-76.5315,0.11
35.9679,-76.4919,0.09
35.9505,-76.4524,0.09
35.933,-76.4129,0.08
35.9156,-76.3734,0.09
35.8982,-76.3339,0.1
35.8807,-76.2945,0.11
35.8632,-76.2551,0.12
35.8457,-76.2158,0.12
35.8281,-76.1764,0.14
35.8106,-76.1371,0.15
35.793,-76.0978,0.16
35.7754,-76.0586,0.16
35.7578,-76.0194,0.17
35.7402,-75.9802,0.16
35.7225,-75.941,0.15
35.7049,-75.9019,0.17
35.6872,-75.8628,0.12
35.6695,-75.8238,0.1
35.6518,-75.7847,0.1
35.634,-75.7457,0.09
35.6163,-75.7067,0.08
35.5985,-75.6678,0.07
35.5807,-75.6289,0.06
35.5629,-75.59,0.05
35.545,-75.5511,0.04
35.5272,-75.5123,0.04
35.5093,-75.4735,0.03
35.4914,-75.4347,0.06
35.4735,-75.396,0.05
39.3817,-123.8033,0.3
39.3938,-123.7573,0.37
39.4058,-123.7114,0.38
39.4178,-123.6654,0.38
39.4298,-123.6193,0.38
39.4418,-123.5733,0.43
39.4538,-123.5272,0.41
39.4657,-123.4811,0.42
39.4776,-123.4349,0.5
39.4894,-123.3888,0.57
39.5012,-123.3426,0.56
39.513,-123.2964,0.61
39.5248,-123.2502,0.62
39.5366,-123.2039,0.62
39.5483,-123.1576,0.67
39.56,-123.1113,0.82
39.5716,-123.065,0.73
39.5833,-123.0187,0.77
39.5949,-122.9723,0.91
39.6065,-122.9259,1
39.618,-122.8794,0.86
39.6296,-122.833,0.7
39.6411,-122.7865,0.63
39.6525,-122.74,0.58
39.664,-122.6935,0.52
39.6754,-122.6469,0.28
39.6868,-122.6004,0.18
39.6981,-122.5538,0.13
39.7095,-122.5072,0.1
39.7208,-122.4605,0.1
39.732,-122.4139,0.07
39.7433,-122.3672,0.04
39.7545,-122.3204,0.03
39.7657,-122.2737,0.01
39.7768,-122.2269,0.01
39.788,-122.1802,0.02
39.7991,-122.1333,0.01
39.8542,-121.8989,0.01
39.8651,-121.852,0.02
39.876,-121.805,0.03
39.8869,-121.758,0.04
39.8977,-121.711,0.05
39.9085,-121.664,0.08
39.9193,-121.6169,0.09
39.9301,-121.5698,0.11
39.9408,-121.5227,0.22
39.9515,-121.4756,0.32
39.9622,-121.4284,0.41
39.9729,-121.3812,0.46
39.9835,-121.334,0.58
39.9941,-121.2868,0.52
40.0046,-121.2395,0.46
40.0152,-121.1923,0.52
40.0257,-121.145,0.4
40.0361,-121.0976,0.38
40.0466,-121.0503,0.37
40.057,-121.0029,0.37
40.0674,-120.9556,0.37
40.0777,-120.9081,0.36
40.0881,-120.8607,0.3
40.0983,-120.8133,0.24
40.1086,-120.7658,0.24
40.1189,-120.7183,0.23
40.1291,-120.6708,0.23
40.1392,-120.6232,0.25
40.1494,-120.5757,0.24
40.1595,-120.5281,0.23
40.1696,-120.4805,0.19
40.1797,-120.4328,0.16
40.1897,-120.3852,0.13
40.1997,-120.3375,0.06
40.2097,-120.2898,0.04
40.2196,-120.2421,0.04
40.2295,-120.1944,0.04
40.2394,-120.1466,0.02
40.2493,-120.0988,0.02
40.2591,-120.051,0.02
40.2689,-120.0032,0.01
40.2787,-119.9553,0.02
40.2884,-119.9075,0.02
40.2981,-119.8596,0.02
40.3078,-119.8117,0.01
40.3175,-119.7638,0.01
40.3271,-119.7158,0.01
40.3367,-119.6678,0.01
40.3462,-119.6198,0.01
40.3557,-119.5718,0.01
40.3652,-119.5238,0.01
41.0467,-115.4694,0.01
41.0536,-115.4199,0.01
41.0605,-115.3703,0.01
41.0673,-115.3206,0.01
41.0741,-115.271,0.01
41.0809,-115.2214,0.01
41.0876,-115.1717,0.01
41.0943,-115.122,0.01
41.101,-115.0723,0.02
41.1076,-115.0226,0.01
41.403,-112.4687,0.01
41.4322,-112.166,0.01
41.4369,-112.1156,0.01
41.4416,-112.0651,0.03
41.4463,-112.0146,0.06
41.4509,-111.964,0.12
41.4555,-111.9135,0.12
41.4601,-111.863,0.16
41.4646,-111.8124,0.14
41.4692,-111.7619,0.16
41.4736,-111.7113,0.2
41.4781,-111.6607,0.19
41.4825,-111.6102,0.18
41.4869,-111.5596,0.17
41.4912,-111.509,0.26
41.4955,-111.4583,0.27
41.4998,-111.4077,0.21
41.504,-111.3571,0.18
41.5082,-111.3064,0.13
41.5124,-111.2558,0.1
41.5166,-111.2051,0.08
41.5207,-111.1544,0.06
41.5247,-111.1037,0.05
41.5288,-111.053,0.05
41.5328,-111.0023,0.05
41.5368,-110.9516,0.05
41.5407,-110.9009,0.07
41.5446,-110.8502,0.09
41.5485,-110.7994,0.06
41.5523,-110.7487,0.04
41.5561,-110.6979,0.01
41.5599,-110.6471,0.01
38.6219,-83.5309,0
38.6083,-83.4865,0
38.5946,-83.4421,0
38.5809,-83.3978,0.01
38.5672,-83.3535,0
38.5534,-83.3092,0
38.512,-83.1765,0
38.4981,-83.1323,0
38.4842,-83.0882,0
38.4703,-83.0441,0.01
38.4564,-83,0.01
38.4424,-82.9559,0.01
38.4285,-82.9119,0.01
38.4144,-82.8679,0.01
38.4004,-82.8239,0.01
38.3864,-82.7799,0.01
38.3723,-82.736,0.01
38.3582,-82.6921,0.01
38.344,-82.6482,0.02
38.3299,-82.6044,0.02
38.3157,-82.5606,0.02
38.3015,-82.5168,0.01
38.2873,-82.473,0.01
38.273,-82.4293,0.01
38.2587,-82.3856,0
38.2444,-82.3419,0
38.2301,-82.2983,0
38.2158,-82.2547,0
38.2014,-82.2111,0.01
38.187,-82.1675,0.01
38.1726,-82.124,0.01
38.1581,-82.0804,0.01
38.1436,-82.037,0.02
38.1291,-81.9935,0.03
38.1146,-81.9501,0.04
38.1001,-81.9067,0.06
38.0855,-81.8633,0.06
38.0709,-81.82,0.06
38.0563,-81.7767,0.09
38.0416,-81.7334,0.07
38.027,-81.6901,0.09
38.0123,-81.6469,0.06
37.9976,-81.6037,0.06
37.9828,-81.5605,0.06
37.9681,-81.5174,0.03
37.9533,-81.4743,0.02
37.9385,-81.4312,0.02
37.9237,-81.3881,0.02
37.9088,-81.3451,0.02
37.8939,-81.3021,0.02
37.879,-81.2591,0.02
37.8641,-81.2162,0.02
37.8491,-81.1732,0.02
37.8342,-81.1303,0.02
37.8192,-81.0875,0.02
37.8042,-81.0446,0.02
37.7891,-81.0018,0.02
37.7741,-80.9591,0.01
37.759,-80.9163,0.02
37.7438,-80.8736,0.03
37.7287,-80.8309,0.02
37.7136,-80.7882,0.02
37.6984,-80.7456,0.03
37.6832,-80.703,0.03
37.6679,-80.6604,0.04
37.6527,-80.6179,0.05
37.6374,-80.5754,0.06
37.6221,-80.5329,0.06
37.6068,-80.4904,0.06
37.5914,-80.448,0.06
37.5761,-80.4056,0.06
37.5607,-80.3632,0.06
37.5453,-80.3208,0.06
37.5298,-80.2785,0.08
37.5144,-80.2362,0.09
37.4989,-80.194,0.1
37.4834,-80.1517,0.13
37.4679,-80.1095,0.15
37.4523,-80.0674,0.13
37.4368,-80.0252,0.1
37.4212,-79.9831,0
37.3586,-79.8149,0
37.3429,-79.773,0
37.3271,-79.731,0
37.3114,-79.6891,0.03
37.2956,-79.6472,0.03
37.2798,-79.6054,0.03
37.264,-79.5635,0.04
37.2482,-79.5217,0.05
37.2323,-79.48,0.09
37.2164,-79.4382,0.16
37.2005,-79.3965,0.17
37.1846,-79.3548,0.27
37.1687,-79.3132,0.28
37.1527,-79.2716,0.24
37.1367,-79.23,0.23
37.1207,-79.1884,0.25
37.1046,-79.1469,0.25
37.0886,-79.1053,0.25
37.0725,-79.0639,0.26
37.0564,-79.0224,0.27
37.0403,-78.981,0.27
37.0241,-78.9396,0.3
37.008,-78.8982,0.25
36.9918,-78.8569,0.28
36.9756,-78.8156,0.3
36.9593,-78.7743,0.3
36.9431,-78.7331,0.28
36.9268,-78.6919,0.28
36.9105,-78.6507,0.26
36.8942,-78.6095,0.24
36.8779,-78.5684,0.28
36.8615,-78.5273,0.29
36.8451,-78.4862,0.29
36.8287,-78.4452,0.24
36.8123,-78.4042,0.25
36.7959,-78.3632,0.26
36.7794,-78.3223,0.27
36.7629,-78.2813,0.26
36.7464,-78.2404,0.26
36.7299,-78.1996,0.27
36.7133,-78.1588,0.28
36.6968,-78.1179,0.28
36.6802,-78.0772,0.28
36.6636,-78.0364,0.28
36.6469,-77.9957,0.28
36.6303,-77.955,0.21
36.6136,-77.9144,0.21
36.5969,-77.8737,0.21
36.5802,-77.8331,0.21
36.5635,-77.7926,0.21
36.5467,-77.752,0.15
36.5299,-77.7115,0.18
36.5131,-77.6711,0.18
36.4963,-77.6306,0.17
36.4795,-77.5902,0.18
36.4626,-77.5498,0.17
36.4458,-77.5094,0.2
36.4289,-77.4691,0.21
36.4119,-77.4288,0.22
36.395,-77.3885,0.21
36.378,-77.3483,0.2
36.3611,-77.3081,0.18
36.3441,-77.2679,0.2
36.327,-77.2277,0.21
36.31,-77.1876,0.24
36.2929,-77.1475,0.12
36.2759,-77.1074,0.25
36.2588,-77.0674,0.19
36.2416,-77.0274,0.17
36.2245,-76.9874,0.16
36.2073,-76.9475,0.16
36.1902,-76.9076,0.16
36.173,-76.8677,0.18
36.1557,-76.8278,0.17
36.1385,-76.788,0.16
36.1212,-76.7482,0.15
36.104,-76.7084,0.16
36.0867,-76.6687,0.15
36.0693,-76.629,0.13
36.052,-76.5893,0.12
36.0347,-76.5496,0.12
36.0173,-76.51,0.09
35.9999,-76.4704,0.08
35.9825,-76.4309,0.07
35.965,-76.3913,0.07
35.9476,-76.3518,0.08
35.9301,-76.3124,0.09
35.9126,-76.2729,0.1
35.8951,-76.2335,0.12
35.8776,-76.1941,0.13
35.86,-76.1548,0.15
35.8424,-76.1155,0.15
35.8249,-76.0762,0.15
35.8073,-76.0369,0.15
35.7896,-75.9977,0.16
35.772,-75.9585,0.15
35.7543,-75.9193,0.13
35.7366,-75.8801,0.13
35.7189,-75.841,0.12
35.7012,-75.8019,0.1
35.6835,-75.7629,0.1
35.6657,-75.7239,0.09
35.6479,-75.6849,0.08
35.6301,-75.6459,0.08
35.6123,-75.607,0.07
35.5945,-75.5681,0.06
35.5766,-75.5292,0.04
35.5588,-75.4903,0.05
35.5409,-75.4515,0.04
35.523,-75.4127,0.03
39.4293,-123.773,0.37
39.4414,-123.727,0.38
39.4534,-123.6809,0.4
39.4654,-123.6349,0.42
39.4774,-123.5888,0.44
39.4893,-123.5426,0.46
39.5013,-123.4965,0.5
39.5132,-123.4503,0.54
39.525,-123.4042,0.62
39.5369,-123.3579,0.62
39.5487,-123.3117,0.62
39.5605,-123.2654,0.62
39.5723,-123.2191,0.7
39.584,-123.1728,0.75
39.5957,-123.1265,0.79
39.6074,-123.0801,0.66
39.619,-123.0337,0.72
39.6306,-122.9873,0.83
39.6422,-122.9409,0.95
39.6538,-122.8944,0.79
39.6653,-122.848,0.69
39.6769,-122.8014,0.59
39.6883,-122.7549,0.53
39.6998,-122.7084,0.43
39.7112,-122.6618,0.32
39.7226,-122.6152,0.24
39.734,-122.5685,0.19
39.7453,-122.5219,0.13
39.7566,-122.4752,0.09
39.7679,-122.4285,0.07
39.7792,-122.3818,0.03
39.7904,-122.335,0.01
39.8128,-122.2415,0.01
39.8239,-122.1946,0.01
39.8351,-122.1478,0.01
39.8902,-121.9132,0.01
39.9012,-121.8662,0.01
39.9121,-121.8192,0.02
39.923,-121.7722,0.04
39.9338,-121.7251,0.06
39.9446,-121.6781,0.1
39.9554,-121.631,0.12
39.9662,-121.5838,0.17
39.977,-121.5367,0.23
39.9877,-121.4895,0.34
39.9984,-121.4423,0.49
40.009,-121.3951,0.61
40.0197,-121.3479,0.77
40.0303,-121.3006,0.68
40.0408,-121.2533,0.5
40.0514,-121.206,0.43
40.0619,-121.1587,0.43
40.0724,-121.1113,0.44
40.0828,-121.0639,0.42
40.0932,-121.0165,0.42
40.1036,-120.9691,0.37
40.114,-120.9217,0.31
40.1243,-120.8742,0.25
40.1347,-120.8267,0.23
40.1449,-120.7792,0.24
40.1552,-120.7317,0.22
40.1654,-120.6841,0.21
40.1756,-120.6365,0.24
40.1858,-120.5889,0.22
40.1959,-120.5413,0.19
40.206,-120.4937,0.18
40.2161,-120.446,0.17
40.2261,-120.3983,0.08
40.2361,-120.3506,0.04
40.2461,-120.3029,0.03
40.2561,-120.2551,0.03
40.266,-120.2073,0.02
40.2759,-120.1595,0.02
40.2858,-120.1117,0.02
40.2956,-120.0639,0.01
40.3054,-120.016,0.01
40.3152,-119.9681,0.02
40.3249,-119.9202,0.02
40.3347,-119.8723,0.01
40.3444,-119.8244,0.01
40.354,-119.7764,0.01
40.3732,-119.6804,0.01
40.3828,-119.6324,0.01
40.3923,-119.5843,0.01
40.4019,-119.5362,0.01
41.091,-115.429,0.01
41.0979,-115.3793,0.01
41.1047,-115.3297,0.01
41.1115,-115.28,0.01
41.1183,-115.2303,0.01
41.125,-115.1806,0.01
41.1317,-115.1309,0.01
41.1384,-115.0812,0.01
41.1451,-115.0314,0.01
41.4408,-112.4753,0.01
41.47,-112.1724,0.01
41.4747,-112.1219,0.02
41.4795,-112.0713,0.04
41.4841,-112.0208,0.06
41.4888,-111.9702,0.1
41.4934,-111.9197,0.11
41.498,-111.8691,0.14
41.5025,-111.8185,0.11
41.507,-111.7679,0.14
41.5115,-111.7173,0.17
41.516,-111.6667,0.19
41.5204,-111.616,0.21
41.5248,-111.5654,0.17
41.5291,-111.5147,0.24
41.5334,-111.4641,0.28
41.5377,-111.4134,0.25
41.542,-111.3627,0.21
41.5462,-111.312,0.18
41.5504,-111.2613,0.14
41.5545,-111.2106,0.11
41.5586,-111.1599,0.07
41.5627,-111.1092,0.07
41.5667,-111.0584,0.07
41.5708,-111.0077,0.06
41.5747,-110.9569,0.06
41.5787,-110.9061,0.11
41.5826,-110.8554,0.09
41.5865,-110.8046,0.06
41.5903,-110.7538,0.04
41.5941,-110.703,0.03
41.5979,-110.6522,0.01
41.6016,-110.6013,0.01
41.6054,-110.5505,0.01
41.609,-110.4997,0.01
41.6127,-110.4488,0.01
41.6163,-110.3979,0.01
41.6199,-110.3471,0.01
41.6234,-110.2962,0.01
41.6304,-110.1944,0.01
41.6338,-110.1435,0.01
38.643,-83.469,0
38.6293,-83.4246,0
38.6155,-83.3802,0
38.6018,-83.3359,0
38.588,-83.2916,0
38.5742,-83.2473,0
38.5466,-83.1588,0
38.5327,-83.1146,0
38.5188,-83.0704,0
38.5049,-83.0263,0.01
38.4909,-82.9821,0.01
38.4769,-82.9381,0.01
38.4629,-82.894,0.01
38.4489,-82.85,0.01
38.4349,-82.8059,0.01
38.4208,-82.762,0.01
38.4067,-82.718,0.01
38.3926,-82.6741,0.01
38.3784,-82.6302,0.02
38.3643,-82.5863,0.02
38.3501,-82.5425,0.02
38.3359,-82.4987,0.01
38.3216,-82.4549,0.01
38.3073,-82.4111,0.01
38.293,-82.3674,0
38.2787,-82.3237,0
38.2644,-82.28,0
38.25,-82.2364,0
38.2356,-82.1927,0
38.2212,-82.1491,0.01
38.2068,-82.1056,0.01
38.1923,-82.062,0.02
38.1778,-82.0185,0.02
38.1633,-81.9751,0.03
38.1488,-81.9316,0.04
38.1342,-81.8882,0.05
38.1196,-81.8448,0.06
38.105,-81.8014,0.08
38.0904,-81.7581,0.09
38.0757,-81.7148,0.07
38.061,-81.6715,0.05
38.0463,-81.6282,0.06
38.0316,-81.585,0.06
38.0169,-81.5418,0.03
38.0021,-81.4986,0.02
37.9873,-81.4555,0.02
37.9725,-81.4124,0.02
37.9576,-81.3693,0.03
37.9427,-81.3262,0.02
37.9279,-81.2832,0.02
37.9129,-81.2402,0.02
37.898,-81.1972,0.02
37.883,-81.1543,0.02
37.868,-81.1114,0.02
37.853,-81.0685,0.01
37.838,-81.0256,0.01
37.8229,-80.9828,0.01
37.8079,-80.94,0.02
37.7927,-80.8972,0.02
37.7776,-80.8545,0.02
37.7625,-80.8117,0.03
37.7473,-80.7691,0.03
37.7321,-80.7264,0.03
37.7169,-80.6838,0.03
37.7016,-80.6412,0.04
37.6864,-80.5986,0.05
37.6711,-80.556,0.05
37.6558,-80.5135,0.06
37.6404,-80.471,0.06
37.6251,-80.4286,0.06
37.6097,-80.3862,0.06
37.5943,-80.3438,0.06
37.5788,-80.3014,0.07
37.5634,-80.259,0.09
37.5479,-80.2167,0.12
37.5324,-80.1744,0.13
37.5169,-80.1322,0.18
37.5014,-80.09,0.22
37.4858,-80.0478,0.2
37.4702,-80.0056,0.12
37.4546,-79.9634,0.08
37.4233,-79.8792,0.05
37.4077,-79.8372,0.04
37.392,-79.7952,0
37.3762,-79.7532,0
37.3605,-79.7112,0.01
37.3447,-79.6693,0.03
37.3289,-79.6274,0.04
37.3131,-79.5855,0.06
37.2973,-79.5436,0.05
37.2814,-79.5018,0.1
37.2656,-79.46,0.15
37.2497,-79.4182,0.16
37.2337,-79.3765,0.25
37.2178,-79.3348,0.25
37.2018,-79.2931,0.25
37.1859,-79.2515,0.22
37.1698,-79.2099,0.25
37.1538,-79.1683,0.25
37.1378,-79.1267,0.25
37.1217,-79.0852,0.26
37.1056,-79.0437,0.26
37.0895,-79.0022,0.33
37.0733,-78.9608,0.33
37.0572,-78.9194,0.32
37.041,-78.878,0.4
37.0248,-78.8366,0.38
37.0086,-78.7953,0.31
36.9923,-78.754,0.28
36.9761,-78.7127,0.28
36.9598,-78.6715,0.26
36.9435,-78.6303,0.26
36.9271,-78.5891,0.26
36.9108,-78.548,0.27
36.8944,-78.5068,0.27
36.878,-78.4657,0.34
36.8616,-78.4247,0.36
36.8451,-78.3837,0.31
36.8287,-78.3427,0.32
36.8122,-78.3017,0.32
36.7957,-78.2607,0.32
36.7792,-78.2198,0.32
36.7626,-78.1789,0.33
36.7461,-78.1381,0.33
36.7295,-78.0973,0.29
36.7129,-78.0565,0.28
36.6962,-78.0157,0.27
36.6796,-77.975,0.27
36.6629,-77.9342,0.28
36.6462,-77.8936,0.28
36.6295,-77.8529,0.22
36.6128,-77.8123,0.23
36.596,-77.7717,0.24
36.5793,-77.7312,0.24
36.5625,-77.6906,0.24
36.5457,-77.6501,0.19
36.5288,-77.6097,0.19
36.512,-77.5692,0.22
36.4951,-77.5288,0.23
36.4782,-77.4884,0.23
36.4613,-77.4481,0.23
36.4444,-77.4077,0.23
36.4274,-77.3674,0.23
36.4104,-77.3272,0.13
36.3934,-77.287,0.21
36.3764,-77.2467,0.22
36.3594,-77.2066,0.22
36.3423,-77.1664,0.3
36.3252,-77.1263,0.3
36.3081,-77.0862,0.26
36.291,-77.0462,0.21
36.2739,-77.0061,0.18
36.2567,-76.9661,0.18
36.2396,-76.9262,0.17
36.2224,-76.8862,0.14
36.2051,-76.8463,0.18
36.1879,-76.8065,0.17
36.1707,-76.7666,0.16
36.1534,-76.7268,0.15
36.1361,-76.687,0.14
36.1188,-76.6472,0.15
36.1014,-76.6075,0.13
36.0841,-76.5678,0.11
36.0667,-76.5281,0.11
36.0493,-76.4885,0.08
36.0319,-76.4489,0.08
36.0145,-76.4093,0.07
35.997,-76.3698,0.07
35.9795,-76.3302,0.08
35.9621,-76.2908,0.09
35.9445,-76.2513,0.11
35.927,-76.2119,0.12
35.9095,-76.1725,0.12
35.8919,-76.1331,0.15
35.8743,-76.0938,0.15
35.8567,-76.0544,0.15
35.8391,-76.0152,0.15
35.8214,-75.9759,0.15
35.8038,-75.9367,0.15
35.7861,-75.8975,0.15
35.7684,-75.8583,0.13
35.7507,-75.8192,0.12
35.7329,-75.7801,0.1
35.7152,-75.741,0.09
35.6974,-75.702,0.09
35.6796,-75.663,0.08
35.6618,-75.624,0.08
35.644,-75.585,0.07
35.6261,-75.5461,0.06
35.6082,-75.5072,0.06
35.5904,-75.4683,0.05
35.5725,-75.4295,0.04
35.5545,-75.3907,0.04
39.4648,-123.7886,0.33
39.4769,-123.7426,0.37
39.489,-123.6965,0.39
39.501,-123.6504,0.48
39.513,-123.6043,0.49
39.5249,-123.5581,0.54
39.5369,-123.512,0.62
39.5488,-123.4658,0.67
39.5607,-123.4195,0.64
39.5725,-123.3733,0.63
39.5844,-123.327,0.67
39.5962,-123.2807,0.64
39.6079,-123.2344,0.73
39.6197,-123.1881,0.68
39.6314,-123.1417,0.65
39.6431,-123.0953,0.66
39.6548,-123.0489,0.72
39.6664,-123.0024,0.85
39.678,-122.9559,0.96
39.6896,-122.9095,0.86
39.7011,-122.8629,0.78
39.7127,-122.8164,0.59
39.7242,-122.7698,0.49
39.7356,-122.7232,0.4
39.7471,-122.6766,0.35
39.7585,-122.63,0.3
39.7699,-122.5833,0.19
39.7812,-122.5366,0.13
39.7925,-122.4899,0.09
39.8038,-122.4432,0.06
39.8151,-122.3964,0.02
39.8599,-122.2091,0.01
39.9263,-121.9275,0.01
39.9372,-121.8805,0.01
39.9481,-121.8334,0.03
39.959,-121.7864,0.06
39.9699,-121.7393,0.07
39.9808,-121.6922,0.1
39.9916,-121.645,0.16
40.0024,-121.5979,0.21
40.0131,-121.5507,0.28
40.0238,-121.5035,0.43
40.0345,-121.4563,0.57
40.0452,-121.409,0.71
40.0558,-121.3617,0.93
40.0665,-121.3144,0.74
40.077,-121.2671,0.55
40.0876,-121.2198,0.46
40.0981,-121.1724,0.46
40.1086,-121.125,0.46
40.1191,-121.0776,0.49
40.1295,-121.0302,0.53
40.1399,-120.9827,0.46
40.1503,-120.9352,0.23
40.1607,-120.8877,0.23
40.171,-120.8402,0.25
40.1813,-120.7926,0.25
40.1915,-120.7451,0.23
40.2018,-120.6975,0.22
40.212,-120.6499,0.22
40.2221,-120.6022,0.21
40.2323,-120.5546,0.18
40.2424,-120.5069,0.17
40.2525,-120.4592,0.11
40.2625,-120.4115,0.07
40.2726,-120.3637,0.05
40.2826,-120.3159,0.03
40.2925,-120.2682,0.02
40.3025,-120.2203,0.02
40.3124,-120.1725,0.02
40.3223,-120.1247,0.02
40.3321,-120.0768,0.01
40.3419,-120.0289,0.01
40.3517,-119.981,0.01
40.3615,-119.933,0.01
40.3712,-119.8851,0.01
40.4194,-119.6449,0.01
40.429,-119.5968,0.01
40.4385,-119.5487,0.01
41.1421,-115.3387,0.01
41.149,-115.289,0.01
41.1557,-115.2393,0.01
41.1625,-115.1895,0.01
41.1692,-115.1398,0.01
41.5031,-112.2293,0.01
41.5079,-112.1787,0.01
41.5126,-112.1282,0.03
41.5173,-112.0776,0.04
41.522,-112.027,0.06
41.5267,-111.9764,0.13
41.5313,-111.9258,0.13
41.5359,-111.8752,0.13
41.5404,-111.8245,0.11
41.5449,-111.7739,0.14
41.5494,-111.7232,0.19
41.5539,-111.6726,0.27
41.5583,-111.6219,0.23
41.5627,-111.5712,0.17
41.567,-111.5205,0.22
41.5714,-111.4698,0.31
41.5756,-111.4191,0.32
41.5799,-111.3684,0.22
41.5841,-111.3176,0.18
41.5883,-111.2669,0.16
41.5925,-111.2161,0.14
41.5966,-111.1654,0.1
41.6007,-111.1146,0.1
41.6047,-111.0638,0.1
41.6087,-111.013,0.1
41.6127,-110.9622,0.12
41.6167,-110.9114,0.15
41.6206,-110.8606,0.09
41.6245,-110.8097,0.06
41.6283,-110.7589,0.03
41.6321,-110.7081,0.03
41.6359,-110.6572,0.03
41.6397,-110.6063,0.01
41.6434,-110.5554,0.01
41.6471,-110.5046,0.01
41.6507,-110.4537,0.01
41.6543,-110.4028,0.01
41.6579,-110.3518,0.01
41.6614,-110.3009,0.01
41.665,-110.25,0.01
41.6684,-110.1991,0.03
41.6719,-110.1481,0.04
41.6753,-110.0972,0.04
41.6787,-110.0462,0.04
41.682,-109.9952,0.04
41.6853,-109.9443,0.04
41.6886,-109.8933,0.04
38.705,-83.5403,0
38.6913,-83.4959,0
38.6776,-83.4514,0
38.6639,-83.407,0
38.6502,-83.3626,0
38.6364,-83.3182,0
38.595,-83.1853,0
38.5811,-83.1411,0
38.5672,-83.0968,0
38.5533,-83.0526,0
38.5394,-83.0084,0.01
38.5254,-82.9643,0.01
38.5114,-82.9202,0.01
38.4974,-82.8761,0.01
38.4834,-82.832,0.01
38.4693,-82.788,0.01
38.4553,-82.744,0.01
38.4411,-82.7,0.01
38.427,-82.656,0.01
38.4128,-82.6121,0.01
38.3987,-82.5682,0.02
38.3844,-82.5243,0.02
38.3702,-82.4805,0.01
38.356,-82.4367,0.01
38.3417,-82.3929,0.01
38.3274,-82.3491,0
38.313,-82.3054,0
38.2987,-82.2617,0
38.2843,-82.218,0.01
38.2699,-82.1744,0
38.2555,-82.1308,0.01
38.241,-82.0872,0.01
38.2265,-82.0436,0.01
38.212,-82.0001,0.02
38.1975,-81.9566,0.03
38.1829,-81.9131,0.04
38.1684,-81.8696,0.05
38.1538,-81.8262,0.06
38.1391,-81.7828,0.08
38.1245,-81.7394,0.07
38.1098,-81.6961,0.06
38.0951,-81.6528,0.05
38.0804,-81.6095,0.07
38.0657,-81.5663,0.04
38.0509,-81.523,0.03
38.0361,-81.4798,0.03
38.0213,-81.4367,0.03
38.0064,-81.3935,0.04
37.9916,-81.3504,0.05
37.9767,-81.3073,0.02
37.9618,-81.2643,0.02
37.9469,-81.2213,0.01
37.9319,-81.1783,0.01
37.9169,-81.1353,0.01
37.9019,-81.0923,0.02
37.8869,-81.0494,0.02
37.8718,-81.0065,0.02
37.8568,-80.9637,0.02
37.8417,-80.9209,0.02
37.8265,-80.8781,0.02
37.8114,-80.8353,0.03
37.7962,-80.7925,0.04
37.781,-80.7498,0.04
37.7658,-80.7071,0.04
37.7506,-80.6645,0.05
37.7353,-80.6219,0.05
37.72,-80.5793,0.05
37.7047,-80.5367,0.05
37.6894,-80.4942,0.06
37.6741,-80.4516,0.05
37.6587,-80.4092,0.06
37.6433,-80.3667,0.06
37.6279,-80.3243,0.07
37.6124,-80.2819,0.08
37.597,-80.2395,0.09
37.5815,-80.1972,0.13
37.566,-80.1549,0.16
37.5504,-80.1126,0.24
37.5349,-80.0703,0.54
37.5193,-80.0281,0.24
37.5037,-79.9859,0.15
37.4881,-79.9438,0.08
37.4724,-79.9016,0.07
37.4567,-79.8595,0.05
37.441,-79.8174,0.04
37.4253,-79.7754,0.04
37.4096,-79.7334,0
37.3938,-79.6914,0.02
37.3781,-79.6494,0.03
37.3622,-79.6075,0.05
37.3464,-79.5656,0.07
37.3306,-79.5237,0.11
